"","BL","V04","V06","V08","V10"
"FGF19",-0.111340351567624,0.176747727272727,-0.061953627662859,-0.030865641025641,0.0725542042042042
"FGF2",0.12010908389089,0.0255292207792206,-0.127191339107262,0.189182578397212,0.227635843137255
"FGF5",-0.187994885290148,-0.0119358395989975,-0.249138029525032,-0.403045357142857,-0.926681944444444
"FIS1",0.299592619047619,-0.0305318181818182,-0.0962598024081509,-0.0111003418803417,0.115286036036036
"FKBP1B",0.350150539215687,0.16824133192389,-0.162222682926829,0.249989700996678,0.0757496904024768
"FLT3LG",0.104938088235294,0.0960910147991544,0.225766097560976,0.0542049833887044,0.248122678018576
"FOXO1",0.441399755532681,0.117375541125541,0.106124350433045,-0.00264686411149828,0.0154014901960786
"FST",0.0813864682539682,0.00077499999999997,0.202219635690028,0.271571282051282,0.261220870870871
"FSTL3",-0.00499681227863041,0.128206818181818,0.00862158073479469,-0.125788376068376,-0.086339039039039
"FXYD5",0.407443198380567,-0.0873388471177945,0.0129317073170732,0.264833571428571,0.392644444444445
"GAL",-0.296981831300013,-0.211368181818182,-0.1182534424205,-0.407693333333333,-0.548973423423423
"GALNT3",0.17836091218516,0.162336842105263,0.0868044287548139,0.0369282142857144,-0.138191666666667
"GBP2",-0.00936257317903344,0.864625438596491,-0.404894993581515,-0.0972535714285714,-0.450291666666667
"GLOD4",0.246843224452315,0.0106363636363636,0.0324333744983019,-0.0783270085470087,-0.196046996996997
"GMPR",0.32072931372549,0.111281183932347,-0.06205743902439,-0.254254485049834,-0.557648142414861
"GOPC",0.497846906493175,0.22175735930736,-0.0648092938041303,0.246548780487805,0.126760941176471
"GZMA",0.062393137254902,0.182846828752643,-0.00620844512195123,0.328770265780731,-0.206743111455108
"GZMB",0.0425873906330416,0.400922294372294,-0.186204996668887,0.551324390243902,0.484424235294118
"HCLS1",-0.0724905201750122,0.146779492600423,-0.462363170731708,-0.591035382059801,-1.51039535603715
"HEXIM1",0.181048348003572,0.104183982683983,-0.0187312458361091,0.319312891986063,-0.0256541960784311
"HGF",-0.0219674161400097,0.145055391120507,0.0524554878048781,-0.19770830564784,-0.264648374613003
"HLA-DRA",-0.0111154014410705,-0.184124242424242,-0.217548067954697,-0.100622473867596,-0.390972156862745
"HLA-E",-0.00247142492664876,0.103121645021645,0.101120952698201,0.0763533101045296,-0.0258316862745098
"HPCAL1",0.26268362745098,0.0177506342494715,-0.159449786585366,0.109073255813954,-0.308493730650155
"HSD11B1",-0.0374562189054726,0.0661229437229438,-0.105472118587608,-0.273285365853658,-0.292696
